0.000000000000000000e+00,2.000000000000000111e-01,4.000000000000000222e-01,6.000000000000000888e-01,8.000000000000000444e-01,1.000000000000000000e+00,7.999999999999998224e-01,5.999999999999998668e-01,3.999999999999999112e-01,1.999999999999999556e-01,0.000000000000000000e+00
1.000000000000000021e-02,2.000000000000000111e-01,4.000000000000000777e-01,5.999999999999999778e-01,8.000000000000000444e-01,5.999999999999999778e-01,8.000000000000000444e-01,5.999999999999998668e-01,3.999999999999999112e-01,1.999999999999999556e-01,1.000000000000000048e-04
2.000000000000000042e-02,2.100000000000000755e-01,3.999999999999999112e-01,6.000000000000000888e-01,4.000000000000001332e-01,1.000000000000000000e+00,3.999999999999999112e-01,6.000000000000000888e-01,3.999999999999999112e-01,2.000999999999999446e-01,4.000000000000000192e-04
2.999999999999999889e-02,2.099999999999998257e-01,4.100000000000002531e-01,2.000000000000000666e-01,1.199999999999999734e+00,-1.999999999999997335e-01,1.199999999999999956e+00,1.999999999999998446e-01,4.001000000000001222e-01,2.002999999999999781e-01,8.999999999999999754e-04
4.000000000000000083e-02,2.300000000000004263e-01,-2.220446049250313081e-16,1.409999999999999698e+00,-1.199999999999998845e+00,2.599999999999998757e+00,-1.199999999999999512e+00,1.400100000000000122e+00,1.999999999997559286e-04,2.007000000000001561e-01,1.600000000000000077e-03
5.000000000000000278e-02,-1.900000000000005573e-01,1.639999999999999902e+00,-2.609999999999997211e+00,5.209999999999995524e+00,-4.999999999999995559e+00,5.200099999999997280e+00,-2.599899999999998990e+00,1.600600000000000023e+00,-1.989000000000002988e-01,2.500000000000000486e-03
5.999999999999999778e-02,1.879999999999999671e+00,-4.439999999999995950e+00,9.459999999999988418e+00,-1.281999999999998430e+01,1.541009999999998570e+01,-1.279999999999998828e+01,9.400599999999993628e+00,-4.399399999999998201e+00,1.801999999999999824e+00,3.599999999999999901e-03
7.000000000000000666e-02,-6.259999999999993570e+00,1.577999999999998160e+01,-2.671999999999996334e+01,3.769009999999994420e+01,-4.103009999999994761e+01,3.761069999999995161e+01,-2.659999999999997655e+01,1.560199999999998788e+01,-6.197799999999996423e+00,4.900000000000000709e-03
8.000000000000000167e-02,2.210999999999996746e+01,-4.875999999999992696e+01,8.019009999999985894e+01,-1.054401999999998338e+02,1.163308999999998150e+02,-1.052407999999998367e+02,7.981269999999987874e+01,-4.839979999999994220e+01,2.180469999999997555e+01,6.400000000000000307e-03
8.999999999999999667e-02,-7.078999999999987836e+01,1.510600999999996930e+02,-2.343902999999995700e+02,3.019611999999993941e+02,-3.270118999999993434e+02,3.013843999999994594e+02,-2.334532999999995582e+02,1.500171999999997468e+02,-7.019809999999989714e+01,8.099999999999999561e-03
1.000000000000000056e-01,2.219400999999994895e+02,-4.562403999999989992e+02,6.874115999999984297e+02,-8.633633999999980233e+02,9.303574999999980264e+02,-8.618495999999981905e+02,6.848548999999985654e+02,-4.536685999999990599e+02,2.202233999999996286e+02,1.000000000000000194e-02
1.100000000000000006e-01,-6.780804999999982101e+02,1.365592099999996663e+03,-2.007015399999995225e+03,2.481132499999993797e+03,-2.655570499999993444e+03,2.477061999999993986e+03,-2.000373099999995702e+03,1.358746899999996913e+03,-6.738819999999984702e+02,1.209999999999999964e-02
1.199999999999999956e-01,2.043782599999994545e+03,-4.050687999999989643e+03,5.853739999999983411e+03,-7.143718399999979738e+03,7.613764999999980319e+03,-7.133005599999980404e+03,5.836181999999986147e+03,-4.033001999999989948e+03,2.032640999999994847e+03,1.439999999999999961e-02
1.300000000000000044e-01,-6.094350599999983388e+03,1.194821059999996396e+04,-1.704814639999995052e+04,2.061122339999993710e+04,-2.189048899999993228e+04,2.058295259999993868e+04,-1.700218959999995059e+04,1.190182499999996799e+04,-6.065628599999982725e+03,1.690000000000000183e-02
1.400000000000000133e-01,1.804269119999994291e+04,-3.509070759999989241e+04,4.960758039999983157e+04,-5.954985879999980534e+04,6.308466499999980442e+04,-5.947563119999980700e+04,4.948696719999983907e+04,-3.496964319999989675e+04,1.796747049999994852e+04,1.960000000000000284e-02
1.499999999999999944e-01,-5.313325879999982135e+04,1.027409791999996378e+05,-1.442481467999995220e+05,1.722421041999993904e+05,-1.821101549999993586e+05,1.720472633999993850e+05,-1.439322415999995137e+05,1.024240808999996516e+05,-5.293709409999982745e+04,2.249999999999999917e-02
1.600000000000000033e-01,1.558743879999993951e+05,-3.001223847999988939e+05,4.192312301999983611e+05,-4.986004059999982128e+05,5.263995225999980466e+05,-4.980896599999981700e+05,4.184035858999984339e+05,-2.992934165999988909e+05,1.553611974999994272e+05,2.560000000000000123e-02
1.700000000000000122e-01,-4.559966127999980818e+05,8.752280029999963008e+05,-1.217954020999995060e+06,1.444231158799994271e+06,-1.523089588599993847e+06,1.442892768499994185e+06,-1.215786662499994971e+06,8.730581999999964610e+05,-4.546545884999982081e+05,2.890000000000000555e-02
1.799999999999999933e-01,1.331224785799993901e+06,-2.549178636799988337e+06,3.537413182799984701e+06,-4.185274768399982248e+06,4.410213515899982303e+06,-4.181769019599982072e+06,3.531737630999984220e+06,-2.543499450999988709e+06,1.327712817399994237e+06,3.239999999999999825e-02
1.900000000000000022e-01,-3.880403242599980906e+06,7.417816605399965309e+06,-1.027186658799995109e+07,1.213290146709994413e+07,-1.277725730389994383e+07,1.212372016649994627e+07,-1.025700610159995034e+07,7.402949899399966002e+06,-3.871212235999981873e+06,3.610000000000000014e-02
2.000000000000000111e-01,1.129822003799994290e+07,-2.157008643599988520e+07,2.982258466049985215e+07,-3.518202535899983346e+07,3.703387893749982119e+07,-3.515798357199983299e+07,2.978367616749985889e+07,-2.153116823699989170e+07,1.127416217149994522e+07,4.000000000000000777e-02
2.099999999999999922e-01,-3.286830627399981767e+07,6.269089113449966908e+07,-8.657469645549952984e+07,1.020384889569994658e+08,-1.073738878684994578e+08,1.019755386769994944e+08,-8.647282797649955750e+07,6.258900657599968463e+07,-3.280533036849983037e+07,4.409999999999999337e-02
2.200000000000000011e-01,9.555919761849945784e+07,-1.821338938639989495e+08,2.513040765469986200e+08,-2.959870732809983492e+08,3.113879155024983287e+08,-2.958222545219984651e+08,2.510373732294986844e+08,-1.818671649209990203e+08,9.539433698859949410e+07,4.839999999999999858e-02
2.300000000000000100e-01,-2.776930912624983191e+08,5.289971680294969678e+08,-7.294250436919957399e+08,8.586790653304949999e+08,-9.031972433054947853e+08,8.582475432539954185e+08,-7.287267926724960804e+08,5.282988751390970945e+08,-2.772615018611984253e+08,5.290000000000000258e-02
2.399999999999999911e-01,8.066902595219950676e+08,-1.536115302983990669e+09,2.117101277051987648e+09,-2.491301352327984810e+09,2.620123851889984131e+09,-2.490171579231985092e+09,2.115273211065588236e+09,-1.534287169672791004e+09,8.055603770531952381e+08,5.759999999999999842e-02
2.500000000000000000e-01,-2.342805562265985489e+09,4.459906839557971954e+09,-6.144517932363961220e+09,7.228526481269955635e+09,-7.601596783449953079e+09,7.225568642187555313e+09,-6.139731959970362663e+09,4.455120757791572571e+09,-2.339847546668385506e+09,6.250000000000000000e-02
2.600000000000000089e-01,6.802712402073955536e+09,-1.294723033418791199e+10,1.783295125319188690e+10,-2.097464119708386230e+10,2.205569190690745544e+10,-2.096689738560786438e+10,1.782042135994948578e+10,-1.293470026443031693e+10,6.794968304522456169e+09,6.760000000000000731e-02
2.700000000000000178e-01,-1.974994273600186157e+10,3.758289398945374298e+10,-5.175482278446364594e+10,6.086328435718318176e+10,-6.399723048959916687e+10,6.084301065246478271e+10,-5.172201900998764801e+10,3.755008992890225220e+10,-1.972966856888516617e+10,7.290000000000000646e-02
2.800000000000000266e-01,5.733283672572558594e+10,-1.090876595099192200e+11,1.502010011311005249e+11,-1.766153376312459106e+11,1.857035254992470703e+11,-1.765622601520515137e+11,1.501151195913546753e+11,-1.090017775077750244e+11,5.727975849786030579e+10,7.840000000000001135e-02
2.899999999999999800e-01,-1.664204962353647461e+11,3.166214973667452393e+11,-4.359039982722655640e+11,5.125198642615933228e+11,-5.388811232825443115e+11,5.123809052426531982e+11,-4.356791572511810913e+11,3.163966555969898682e+11,-1.662815360055568848e+11,8.409999999999999420e-02
2.999999999999999889e-01,4.830419936023999023e+11,-9.189459918743753662e+11,1.265045359900603516e+12,-1.487304985816402832e+12,1.563781892786790039e+12,-1.486941185776377930e+12,1.264456718090823730e+12,-9.183573488537276611e+11,4.826781916026307373e+11,8.999999999999999667e-02
3.099999999999999978e-01,-1.401987985476474854e+12,2.667033345377377930e+12,-3.671296337591380859e+12,4.316132238503795410e+12,-4.538028064379570312e+12,4.315179796653990234e+12,-3.669755252720928223e+12,2.665492258547181152e+12,-1.401035540456268066e+12,9.610000000000000486e-02
3.200000000000000067e-01,4.069021330854162109e+12,-7.740317668445231445e+12,1.065446192147254883e+13,-1.252545664047474219e+13,1.316934009953735156e+13,-1.252296311375448438e+13,1.065042730792209570e+13,-7.736283051724375000e+12,4.066527799003544434e+12,1.024000000000000049e-01
3.300000000000000155e-01,-1.180933899929906836e+13,2.246380092077193359e+13,-3.092023623039251562e+13,3.634925866148463281e+13,-3.821775985376657031e+13,3.634273052121392188e+13,-3.090967347340094531e+13,2.245323815865000781e+13,-1.180281085072781250e+13,1.089000000000000107e-01
3.400000000000000244e-01,3.427313992007132031e+13,-6.519337615046348438e+13,8.973329581264904688e+13,-1.054872547456437188e+14,1.109097490364650938e+14,-1.054701638483813906e+14,8.970564215326484375e+13,-6.516572248277875781e+13,3.425604900937792188e+13,1.156000000000000222e-01
3.500000000000000333e-01,-9.946651607053443750e+13,1.891998118831837500e+14,-2.604139267087561875e+14,3.061302995947577500e+14,-3.218671676304900000e+14,3.060855550381113125e+14,-2.603415284844249062e+14,1.891274136454214688e+14,-9.942177149215653125e+13,1.225000000000000255e-01
3.599999999999999867e-01,2.886663279537185000e+14,-5.490802546624743750e+14,7.557440381866975000e+14,-8.884113939340037500e+14,9.340830222633587500e+14,-8.882942511530260000e+14,7.555544971679573750e+14,-5.488907136220027500e+14,2.885491851375780000e+14,1.295999999999999930e-01
3.699999999999999956e-01,-8.377465826161925000e+14,1.593490620802890000e+15,-2.193235686783175500e+15,2.578238454384059000e+15,-2.710788667350387000e+15,2.577931770584341000e+15,-2.192739461942985500e+15,1.592994395927537750e+15,-8.374398987595802500e+14,1.368999999999999939e-01
3.800000000000000044e-01,2.431237203419082500e+15,-4.624472890202257000e+15,6.364964761970122000e+15,-7.482262808517619000e+15,7.866958892318785000e+15,-7.481459899877713000e+15,6.363665628454862000e+15,-4.623173756630103000e+15,2.430434294687118000e+15,1.444000000000000006e-01
